commodity_code,gsin-description_en
N2815B,"Diesel Engines and Components, N.E.S."
N2815BB,"Diesel Engines and Components, N.E.S., Marine"
N2815BRB,"Diesel Engines and Components, N.E.S. - Detroit"
N2815BRP,Diesel Engines and Components - Caterpillar
N2815D,Engine Valve Assemblies and Seats
N2815DB,"Engine Valve Assemblies and Seats, Marine"
N2815G,"Diesel Engines and Components, Ground Effect Vehicles"
N2820,"Steam Engines, Reciprocating and Components"
N2825,Steam Turbines and Components
N2830,Water Turbines and Water Wheels and Components
N2840,"Gas Turbines and Jet Engines, Aircraft, Prime Moving and Components"
N2845,Rocket Engines and Components
N2850,Gasoline Rotary Engines and Components
N2895,Miscellaneous Engines and Components
N2895C,"Turbines, Wind Driven"
N2910,"Engine Fuel System Components, Non-Aircraft"
N2910006,"Injectors, Fuel, Diesel Engine"
N2910007,"Conversion Systems, Natural Gas, Vehicle"
N2910D,"Engine Fuel System Components, Non-Aircraft, Armoured Fighting Vehicle, S.M.P."
N2910DB,"Injector, Fuel, Armoured Fighting Vehicle, S.M.P."
N2910DE,"Fuel, Tank,Armoured Fighting Vehicle, S.M.P."
N2915,"Engine Fuel System Components, Aircraft and Missile Prime Movers"
N2915C,"Filter, Fuel, Aircraft"
N2920,"Engine Electrical System Components, Non-Aircraft"
N2920A,Engine Electrical System Components
N2920AA,"Cable Assembly, Electrical, for Tracked and Wheeled Vehicles"
N2920AAA,"Cable Assembly, Electrical, for Tracked and Wheeled Vehicles, Except Marine, Ground Effect and Armoured Fighting Vehicles"
N2920AAC,Engine Electrical System Components (Marine) N.E.S.
N2925,"Engine Electrical System Components, Aircraft Prime Moving"
N2925C,"Inverter Relays, Aircraft"
N2925F,"Relays, Aircraft"
N2925J,"Starters, Engine, Aircraft, Electrical"
N2930,"Engine Cooling System Components, Non-Aircraft"
N2930AB,Engine Cooling System Components (Marine)
N2935,"Engine System Cooling Components, Aircraft Prime Moving"
N2940,"Engine Air and Oil Filters, Strainers and Cleaners, Non-Aircraft"
N2940A,"Engine Air and Oil Filters, Strainers and Cleaners, Non-Aircraft, Armoured Fighting Vehicle, S.M.P."
N2945,"Engine Air and Oil Filters, Cleaners, Aircraft Prime Moving"
N2945AAA,Air Cleaners
N2945AAE,"Air Cleaner Elements, Intake"
N2990,"Engine Accessories, Miscellaneous, Non-Aircraft"
N2990A,"Engine Accessories, Miscellaneous"
N2990B,"Mufflers, Exhaust"
N2990C,"Heaters, Engine, Gasoline or Diesel Operated"
N2990D,Exhaust Pipes and Tail Pipes
N2990FA,"Miscellaneous Engine Accessories, Non-Aircraft, N.E.S., Armoured Fighting Vehicles, S.M.P."
N2995,"Miscellaneous Engine Accessories, Aircraft"
N2995C,"Cylinders, Hydraulic Accumulators, Aircraft Engine"
N2995D,"Hydraulic Control Assemblies, Aircraft Engine"
N3010,Torque Converters and Speed Changers
N3010AA,"Couplings, Flexible"
N3010AB,"Couplings, Mechanical, N.E.S."
N3010CA,"Gear Assemblies, Reduction and Reverse"
N3010CB,"Variable Speed Gear Assemblies, Mechanical"
N3010D,Hydraulic Power Components
N3010E,Hydraulic Power System
N3020,"Gears, Pulleys, Sprockets and Transmission Chain"
N3020A,"Gears, Pulleys, Sprockets and Transmission Chain, Non-Standard"
N3020B,Sheaves
N3020CB,"Sprockets, Drive, Main, Armoured Fighting Vehicle, S.M.P."
N3030,"Belting, Drive Belts and Accessories"
N3040,"Power Transmission Equipment, Miscellaneous"
N3040E,"Miscellaneous Power Transmission Equipment, Armoured Fighting Vehicle, S.M.P."
N3110,"Bearings, Antifriction, Unmounted"
N3110B,"Bearings, Ball, Annular, Thrust Bearing, Roller Bearing and Multiapplication (Except Aircraft)"
N3110F,"Bearings, Cups and Cones"
N3110G,"Bearings, Roller, Tapered, FED. SPEC. FF-B-187A, DND QPL"
N3110H,"Bearings, Roller, Cylindrical , FED. SPEC. FF-B-185, DND QPL"
N3120,"Bearings, Plain, Unmounted"
N3130,"Bearings, Mounted"
N3130A,"Bearings, Mounted, All Types"
N3210,Sawmill and Planing Mill Machinery
N3210D,Chippers
N3220,Woodworking Machines
N3220J,"Sawing Machines, Table, Band and Radial Arm (Woodworking)"
N3230,Tools and Attachments for Woodworking Machinery
N3405,Saws and Filing Machines
N3408,Machining Centres and Way-Type Machines
N3410,Electrical and Ultrasonic Erosion Machines
N3411,Boring Machines
N3412,Broaching Machines
N3413,Drilling and Tapping Machines
N3414,Gear Cutting and Finishing Machines
N3415,Grinding Machines
N3416,Lathes (Metal Working)
N3417,Milling Machines
N3418,Planers and Shapers
N3419,"Machine Tools, Miscellaneous"
N3422,Rolling Mills and Drawing Machines
N3424,Metal Heat Treating and Non-Thermal Treating Equipment
N3426,Metal Finishing Equipment
N3431,Electric Arc Welding Equipment
N3432,Electric Resistance Welding Equipment
N3433,"Gas Welding, Heat Cutting, and Metalizing Equipment"
N3436,Welding Positioners and Manipulators
N3438,"Welding Equipment, Miscellaneous"
N3439,"Welding, Soldering and Brazing Supplies and Accessories, Miscellaneous"
N3441,Bending and Forming Machines
N3441AB,"Machine, Bending, Hand, Brakes"
N3442,"Hydraulic and Pneumatic Presses, Power Driven"
N3443,"Mechanical Presses, Power Driven"
N3444,Manual Presses
N3445,Punching and Shearing Machines
N3446,Forging Machinery and Hammers
N3447,Wire and Metal Ribbon Forming Machines
N3448,Riveting Machines
N3449,"Secondary Metal Forming and Cutting Machines, Miscellaneous"
N3450,"Machine Tools, Portable"
N3455,Cutting Tools for Machine Tools
N3456,Cutting and Forming Tools for Secondary Metal Working Machinery
N3460,Machine Tool Accessories
N3461,Accessories for Secondary Metal Working Machinery
N3465,"Production Jigs, Fixtures and Templates"
N3470,"Machine Shop Sets, Kits and Outfits"
N3510,Laundry and Dry Cleaning Equipment
N3510A,"Washing Machines and Dryers, Laundry, Domestic, All Types"
N3510E,Washing Machine Parts
N3510M,"Washer-Extractor, Commercial"
N3520,Shoe Repairing Equipment
N3530,Industrial Sewing Machines and Mobile Textile Repair Shops
N3540,Wrapping and Packaging Machinery
N3550,Vending and Coin Operated Machines
N3550B,Parking Device Systems
N3590,"Service and Trade Equipment, Miscellaneous"
N3605,Food Products Machinery and Equipment
N3610,"Printing, Duplicating and Bookbinding Equipment"
N3610BDD,"Offset Equipment, Sheet Fed"
N3610BE,Photocopying Machines and Accessories
N3610BEC,Photocopier Control/Audit System
N3610BED,"Photocopying Machines, Laser-Intelligent Copier"
N3610BEL,"Photocopying Machines, Full Colour"
N3610C,Printing Equipment
N3610CPA,"Type, Metal, Printing"
N3610G,"Folding, Machines, Paper"
N3611,Industrial Marking Machines
N3615,Pulp and Paper Industries Machinery
N3615C,"Shredder, Security, SEAC Type II (Top Secret)"
N3615F,"Shredder, Commercial, Large Capacity"
N3620,Rubber and Plastics Working Machinery
N3625,Textile Industries Machinery
N3630,Clay and Concrete Products Industries Machinery
N3635,Crystal and Glass Industries Machinery
N3640,Tobacco Manufacturing Machinery
N3645,Leather Tanning and Leather Working Industrial Machinery
N3650,Chemical and Pharmaceutical Products Manufacturing Machinery
N3650A,Chemical Processing Equipment
N3655,"Gas Generating and Dispensing Systems, Fixed or Mobile"
N3660,Industrial Size Reduction Machinery
N3660A,"Mixers, Industrial"
N3660C,"Shredders, Chippers and Pulverisers"
N3670,"Specialized Semiconductor, Micro-Circuit and Printed Circuit Board Manufacturing Machinery"
N3680,"Foundry Machinery, Related Equipment and Supplies"
N3685,Specialized Metal Container Manufacturing Machinery and Related Equipment
N3690,"Specialized Ammunition, Ordnance Machinery and Related Equipment"
N3693,Industrial Assembly Machines
N3694,"Clean Work Stations, Controlled Environment and Related Equipment"
N3695,Miscellaneous Special Industry Machinery
N3695A,Custom Fabricating Machinery
N3710,Soil Preparation Equipment
N3710V,"Sprayer, Field (Agricultural)"
N3720,Harvesting Equipment
N3720C,"Combine, Harvester"
N3730,"Dairy, Poultry and Livestock Equipment"
N3740,"Pest, Disease and Frost Control Equipment"
N3740B,Sprayer
N3740BE,"Sprayer, Insecticide, Electric (Institutional)"
N3740BF,"Sprayer, Insecticide, Skid Mounted, Electric and Gas"
N3740BL,"Sprayer, Wheel Mounted Type, Gas and Electric Power"
N3740E,Bird Control Devices
N3750,Gardening Implements and Tools
N3750A,"Brushcutter, Edger, Renovator, Sweeper and Tiller"
N3750E,"Mowers, Lawn"
N3750S,"Sprinklers, Garden, Lawn"
N3750TD,"Shredders, Leaves, Brush, Etc."
N3760,Animal Drawn Vehicles and Farm Trailers
N3770,"Saddlery, Harness, Whips and Related Animal Furnishings"
N3770A,"Cages, Animal"
N3805,Earthmoving and Excavating Equipment
N3805F,"Loaders, Front End"
N3810,Cranes and Crane-Shovels
N3815,Crane and Crane-Shovel Attachments
N3820,"Mining, Rock Drilling, Earch Boring and Related Equipment"
N3825,Road Clearing and Cleaning Equipment
N3825G,"Sweepers, Airport, Runway"
N3825L,"Sweepers, Warehouse, Riding Type, Self-Propelled"
N3825N,"Trucks, Snow Removal, Equipment"
N3825P,"Snowblowers, Self-Propelled"
N3825PC,"Snowblower, Spare Parts"
N3825QB,"Airblower, Tractor/Loader Attachment"
N3825S,"Scrubbers, Floor, Riding Type, Self-Propelled"
N3825T,"Brush, Sweeper, Road and Runway"
N3830,Truck and Tractor Attachments
N3830A,"Truck and Tractor Attachments, N.E.S."
N3830D,"Blades, Vehicle Mounting"
N3830DA,"Blades, Dozer, Earth Moving"
N3830DB,"Blades, Snowplow"
N3830E,"Cutting Edges, Moldboard"
N3830G,"Deicing Equipment, Truck Mounted"
N3830H,"Dozers, Angle"
N3830J,"Loaders, Scoop Type, Tractor Mounting"
N3830L,"Spreaders, Sand/Salt, Truck Mounting"
N3830M,"Snowplows, Moldboard"
N3830ND,Snowplow Replacement Parts
N3830T,"Tailgates, Hydraulic Lifting"
N3830U,"Winches, Drum, Vehicle Mounting"
N3835,Petroleum Production and Distribution Equipment
N3895,Miscellaneous Construction Equipment
N3910,Conveyors
N3910G,"Conveyors, Towlines and Monorail"
N3915,Materials Feeders
N3920,Materials Handling Equipment/NonSelf -Propelled
N3930,"Warehouse Trucks and Tractors, Self-Propelled"
N3930D,"Truck, Aircraft Cargo Loading/Unloading, Self-Propelled"
N3930E,"Truck, Forklift"
N3930EC,"Truck, Forklift, Electric"
N3930EH,"Truck, Forklift, Parts"
N3940,"Blocks, Tackle, Rigging and Slings"
N3940E,"Sling, Endless"
N3940EC,"Sling, Non-Metallic"
N3950,"Winches, Hoists, Cranes and Derricks"
N3950A,Capstans
N3950B,Cranes
N3950BJ,"Cranes, Shipboard"
N3950BK,"Cranes, Floor, Portable"
N3950BL,"Cranes, Jib"
N3950BM,"Cranes, Hydraulic, Stationary or Mobile, Not Truck Mounted"
N3950C,Derricks
N3950D,Hoists
N3950F,Winches
N3950FBC,"Winches, Powered, General Purpose"
N3950FD,"Winches, Marine"
N3950FE,"Winches, Oceanographic"
N3950FG,"Winches, Worm Gear Drive"
N3950FH,"Winches, Truck and Trailer"
N3950G,Windlass
N3960,Freight Elevators
N3960A,"Dumbwaiter, Shipboard"
N3960B,Elevators
N3990,"Materials Handling Equipment, Miscellaneous"
N3990B,"Compacting Unit, Refuse, Stationary, Standard Commercial"
N3990E,"Pallets, Material Handling"
N3990EB,"Pallets, Material Handling, Steel"
N3990ED,"Pallets, Material Handling, Plastic"
N3990F,"Ramp, Loading, General Purpose"
N3990G,"Skid, Platform, General Purpose"
N3990N,"Containers, Cargo Handling, Metal Non-Refrigerated (For Container Shipping Method)"
N3990Q,"Lift, Hydraulic, Aerial Work"
N3990R,"Lift Platform, Load Dock"
N4010,Chain and Wire Rope
N4010A,"Chain, Steel Link, Welded, Brass and Bronze (Except Anchor Chain)"
N4010AD,Chain (Except Anchor Chain) Assembly
N4010C,"Wire Rope-Cable Assembly, Multiapplication"
N4010DA,"Wire Rope, Stainless Steel, Nonmagnetic"
N4010DB,"Wire Rope, Steel, Flameseal"
N4010DC,"Wire Rope, Galvanized, for Safety Belts"
N4010E,"Cable, Anchor and Chain"
N4010F,"Chain, Anchor and Mooring"
N4020,"Fibre Rope, Cordage and Twine"
N4020A,"Cord, Fibrous"
N4020D,"Rope, Fibrous"
N4020G,"Tape, Lacing and Tying"
N4030,"Fittings for Rope, Cable and Chain"
N4110,Refrigeration Equipment
N4110AA,"Freezer, Deep, Domestic"
N4110B,"Refrigerator, Domestic"
N4110BA,"Refrigerator, Electric, Domestic"
N4110BD,"Refrigerator, Special, Small or Undercounter"
N4110C,Chilling Equipment
N4110CB,Water Chilling Equipment Systems
N4110D,"Machinery, Ice Making (Industrial)"
N4110E,"Plants, Refrigeration (Industrial)"
N4110F,Refrigeration and Air Conditioning Accessories (Industrial)
N4110G,"Refrigerators and Freezers, Walk-In (Industrial)"
N4110H,"Freezer, Ice Cream, Commercial"
N4110J,"Dispensers, Drinking Water, Mechanically Cooled"
N4110JA,"Dispensers, Drinking Water, Mechanically Cooled, Except Marine"
N4110K,"Containers, Cargo Handling, Refrigerated (For Container Shipping Method)"
N4110M,"Freezer, Deep, Commercial"
N4110N,"Counters, Refrigerated"
N4110P,"Refrigeration Equipment Components, Except Marine"
N4110Q,"Refrigeration Units, Vehicular"
N4120,Air Conditioning Equipment
N4120A,Air Conditioning Equipment (Domestic Only)
N4120AA,Air Conditioning Room and Window Units (Domestic Only)
N4120B,"Air Conditioning Equipment, Industrial"
N4120BA,"Air Conditioning Equipment, Refrigeration (Industrial)"
N4120BB,Air Conditioning Units (Industrial)
N4120BC,Air Conditioning System-Spray Cooled (Industrial)
N4120BD,"Air Conditioning Units, Computer Room"
N4120BDB,"Air Conditioning Units, Computer Room, Upward Flow"
N4120BF,Air Conditioning Equipment (Industrial) N.E.S.
N4120C,Air Handling Units (Industrial)
N4120D,Chillers (Industrial)
N4130,Refrigeration and Air Conditioning Components
N4130A,Air Conditioning and Heating Combination Components (Domestic)
N4130B,Air Conditioning Equipment Components (Industrial)
N4130C,Air Conditioning Heater Units (Industrial)
N4130D,"Compressors, Reciprocating, Power Driven, Air Conditioning Equipment (Industrial) Except Marine, Armoured Fighting Vehicles and Aircraft"
N4130E,"Condensing Units, Refrigerating (Industrial)"
N4130F,Cooling Tower Liquid (Industrial)
N4130G,Fan Coil Units (Industrial)
N4130H,"Filter, Air (Industrial)"
N4130HC,"Filters, Air, Disposable"
N4130J,Heating Coils (Industrial)
N4130JA,Refrigeration Systems and Components (Marine)
N4130K,"Refrigeration, A/C Supplies (Valves, Fittings, Etc.) (Industrial)"
N4130L,"Condensers, Refrigeration (Industrial)"
N4130LA,"Condensers, Refrigeration, Water-Cooled (Industrial)"
N4130LB,"Condenseurs, réfrigération, Air-Cooled (Industrial)"
N4130M,"Water Chillers, Except Marine, Armoured Fighting Vehicles and Aircraft"
N4130N,"Refrigeration and Air Conditioning Components, Armoured Fighting Vehicle, S.M.P."
N4130P,"Compressors, Refrigeration (Industrial) Except Marine, Armoured Fighting Vehicle, and Aircraft"
N4130PA,"Compressors, Refrigeration, Rotary (Industrial) Except Marine, Armoured Fighting Vehicle and Aircraft"
N4140,"Fans, Air Circulators and Blower Equipment"
N4140A,Axial Fans (Industrial)
N4140C,"Fans (Except Industrial) Except Marine, Armoured Fighting Vehicles and Aircraft"
N4140CA,"Fans, Centrifugal, General Purpose (Air Circulation, Blower and for Cooling) (Domestic) Except Marine, Armoured Fighting Vehicles and Aircraft"
N4140CE,"Fans, Portable, Office Desk and Column"
N4140CF,"Fans, Tube and Vane, Axial, Except Marine, Armoured Fighting Vehicles and Aircraft"
N4140G,"Fans, Exhaust (Industrial)"
N4150,Vortex Tubes and Other Related Cooling Tubes
N4210,Fire Fighting Equipment
N4210A,"Alarm, Automatic Sprinkler"
N4210B,Ground Fire Fighting Equipment
N4210E,"Hydrants, Fire"
N4210F,"Extinguishers, Fire, Marine Only"
N4210H,"Extinguisher, Fire and Recharges, Except Marine, Armoured Fighting Vehicles and Aircraft"
N4210K,"Pumping Equipment, Portable (Firefighting, Ground)"
N4210N,Extinguisher Agents
N4210P,Firefighting Equipment - Complete Fire Trucks and Trailers Only
N4210PA,"Tracked Vehicle, Firefighting"
N4210PB,"Trailer, Fire Pumper"
N4210PC,"Truck, Fire, Crash"
N4210PD,"Truck, Firefighting"
N4210W,"Firefighting Equipment, Special, Customer or Systems Engineered Products"
N4210Y,"Firefighting Equipment, Armoured Fighting Vehicle, S.M.P."
N4220,Marine Life Saving and Diving Equipment
N4220E,Life Preservers
N4220F,Life Rafts Inflatable
N4220G,Diver Suit and Accessories
N4220L,"Pressure Vessels, Compressed Air"
N4230,Decontaminating and Impregnating Equipment
N4230B,Decontaminating Equipment and Components NBCW (Vehicles Excepted)
N4230C,Personnel Decontamination Lotion (C.W. Agents)
N4235,Hazardous Material Spill Containment and Clean-up Equipment and Material
N4235D,Absorbents - Chemicals
N4235F,Anti-Pollution Oil Booms
N4235P,Contaminant Containment Equipment
N4240,Safety and Rescue Equipment
N4240LA,Hydraulic Shear
N4240NA,"Mask, Chemical/Biological (Non-Marine)"
N4240NAG,"Filter, Air, Chemical-Biological (CW)"
N4240NAL,"Filter, Gas (CW)"
N4240NAM,"Filter, Gas-Particulate (CW)"
N4240R,Personnel Stairway Evacuation (Chair)
N4250,Recycling and Reclamation Equipment
N4310,Compressors and Vacuum Pumps
N4310A,"Compressors, Portable"
N4310AA,"Compressors, Portable or Mobile, Except Marine"
N4310B,"Compressors, Reciprocating (Except Refrigeration)"
N4310BA,"Compressors, Reciprocating (Except Refrigeration) Except Marine"
N4310BD,"Compressors, Reciprocating, Portable, Except Refrigeration, Except Marine"
N4310BG,"Compressors, Reciprocating, Fixed Displacement, (Except Refrigeration) Except Marine"
N4310C,"Compressors, Rotary (Except Refrigeration)"
N4310CG,"Compressors, Rotary, Portable (Except Refrigeration) Except Marine"
N4310CH,"Compressors, Rotary, Screw Type (Except Refrigeration) Except Marine"
